review;label
cocok selera musik kasih genre sedia aplikasi musik simple gak ribet buat milih seriap genre musik aplikasi terimakasih;1
semua lagu ada sini jadi lebih enak dengar lagu hits;1
kasih bintang 4 karna aplikasi nya sangat bagus lagu bnyk paksa uninstal karna kadang2 lagu yg putar tiba2 mati keluar sendirimohon baik beberapa kurang;0
bagus fiktur lirik belum ada tidak muncul;0
sangat suka musik yg vintage spotify punya semua keep up the good work guys;1
good lengkap banget semua lagu sy suka ada;1
awal donlod spotify enak banget didenger bisa ofline tiba2 waktu buka ubah putar mode suffle terus tiap muter lagu cuma bisa 5 detik gimana sih apa alih premium bikin kesel aja deh;0
harap banyak temu musik easy listening;1
kurang lirik aja sihsoalnya kan kalo mau nyanyi ga tau lirik ga asik;0
mantap parah nih aplikasi kasih bintang 5 dulu kalo update lebih joss tambahin bintang;1
iklan sih aja makin sering lama mulai timbang lg utk pindah aplikasi kayak bukan tidak mau upgrade premium dengar musik intensitas iklan yg rendah;0
bagus bangat aplikasi spotify klu gratis aja lama nyathanks;1
nggak enak banget muternya shuffle kaya percuma ada app music hmm;0
kualitas suara oke banget musik variasi semua genre ada trus banyak podcast aji banyak ulamaini beda aplikasi streaming lai;1
siap tani waktu suntuk pokok ok punya deh;1
denger musik nya sering main tengah tidak full bingung kej koleksi musik kayak ada gambar pas denger lagu nya yg kasihmalah pas sesi pertengahanya aj musik nya gk full pliss y baik cara nya please;0
aku pake aplikasi aplikasi musik yg satu putar shuffle makanya download app eh malah lebih parah udah dibikinin playlist tetap aja mutar lagu kan sebel;0
sampah kali ganti lagu volume suara jadi besar;0
musik bagus2 gk repot donlot banyak pilih lagu jg;1
moga kau gk kya aplikasi sebelahbanyak vipy btw satu bintangy nyusul kalau udah ada lirik;0
spotify wajib kalian donwload karna lagu nya tarik banget semua bisa dapat sini;1
terimakasih spotify aplikasi bisa lebih update lagu brazil favorit aplikasi sangat sangat manfaat lagu kamu cari ada sini semua sangat suka aplikasi sekali terimakasih banyak;1
gak bisa dengar lagu awal awal pas download bisa bahkan sangat nikmat kok sekarang gak bisa gimana nih;0
bagus bgt aplikasinyaaaaa aku suka bngt jadi kalo aku mau cari lagu gk aku punya gk usah you tube deh poko gk bakal nyesel deh download aplikasi d;1
permisi emang kalo premium abis tetus beli premium lagu bakal ilang kagi download ulang tolong baik tidak makan waktu kuota sekian;0
koleksi lagulagunya lengkap utama christian gospel music nya;1
ni app kurang bagus emang lagu nya banyak si jadi premium dlu baru bisa puter;1
bagus kalau bisa lebih murah yg premium;0
1kenapa volume selalu gk mulus lagu mesti ngalami volume kecil sebentar trus normal 2kenapa putar lagu gk bisa rurut lompat lompat dr pilih lagu yg aku suka;0
ko gak ada sih lirik nya padahala aku mau dengerin musik liat lirik trus kok pake bayar sgala sih kan dah pake data kok bayar;0
tolong donk iklan nya kurang aq mau lagu ap yg muncul ap kurang suang yg mau tpi y lmyan lah;0
putar musik ratarata musik henti sendiri detik 9 otomatis refresh ulang lagu nya bisa putar tolong baik aplikasi terima kasih;0
kadan2 ngeselin kadang2 hibur aneh knp mau putar lagu shuffle kok ga bisa tolong baik sufflenya yaaaa;0
kecewa beratttt ko aplikasi jadi giniiii putar shuffle apaann gabisa puter padahal asal nya ngga giniii padahal tadi nya udah aeneng banget sama aplikasi sekarang kecewa pis;0
fix kelainanspotify musik gua sering macet putar google home bahkan lebih parah gak bisa putar sama sskali padahl udah pakai yg premium buruk asli;0
semuaa ada dsinu enak banget sih beberapa auto gak bisa puter acak adul dn move premium kalo mau dngerin yg 3menit kaya belum tpi kereeenn bangett apk y gk susah2 download cuma lyric y gak ad kurang aja sih wkwkwk;1
putar lagu spotify seling siang hari;1
luar biasa sangat beri alam spektakuler;1
moga lebih tingkat perfomanya terima kasih;1
maaf kalo aku baru kasi bintang duaapk nya lumayan keren update gak pake koneksi internetdan kalo buat lagu kok gak lagu nga jugak nak ubah cuma judulnyapliiiiiisssss update;0
aku suka aplikasi satu tanya gimana cara masukin lagu spotify soal aku guna baru hi;1
bagus banget spotify makasih sukses terus;1
nggak bisa stel full selalu cuplik kesallll;0
rekomemdasi banget semua genre lagu sedia;1
aplikasih yg lumayan bagus tolong tambah penganturan unduh musik yg unduh bisa putar offline bintang aku kasi 4 bintang sekian trimakasi;1
kata bisa d dowload tpi kok gk bisa udh gw liat tutorial ny d youtube tetap gk bisa kata d dowload aj gk ad udh 2 buah gw pasang apk sma lite ny tetap aj gk bisa d dowload t tolong bantu ny;0
ga nyesel download aplikasi iniqt dpt nikmat lagu full lagu boyband sayang ada isiya walaupun blm langgan tp sangat puas dgn aplikasi;1
lagu enak belum tahu judul sekarang tahu putar ulang ulang;1
kok muter lagu acak bangsad dulu gk gin eh tiba2 si anjing buka langsung gin kalo gk niat bikin aplikasi yg gk usah bikin pepeq anjing lu;0
kasih pilih bayar hilang iklan tidak ada batas skip bayar sekali mahal tidak apa apa asal cuma sekali bayar fitur premium tidak buka tidak apa apa;0
bintang 3 dulu yaasaya mau tanya knp stiap denger trus tiba lagu suka matitolong ksihh tau dong gmn silusinya;0
enak hemat paket data cocok buat kuota dikit;1
suffle padahal versi belum bisa putar lagu sesuai pilih versi belum jadi tidak leluasa pilih lagu kesel ihh;0
aplikasi gak bermutumasa baru masuk tiba tiba keluar gak jelas bangettolong dong perbaikin ajg jangan cuman mau ambil untung;1
hibur kala sedih semangat kala hilang gairah;0
bagus sitapi trgnggu sama fitur putar acak ny;0
visualisasi canvas aku kok gabisa aktivasi off sendiri gimana mohon bantu spotify;0
bagus aku suka keren bisa dengerin lagu yg suka;1
sangat tidak nyaman ganti nama akun sampe sekarang sulit belum lagu lagu acak tidak sesuai apa cari spotify so annoying;0
sip deep field equalizer vivo otomatis nyala dulu kalau ganti lagu equalizernya mati jadi dinyalain manual sekarang tinggal nyalain gontaganti lagu equalizer tetap nyala well done;1
lagulagu spotify lengkap2 jadi suka denger lagu sini tp gara2 sistem suffle jadi gak bisa muter lagu yg sy mau udh gitu waktu buat playlistnya malah puter lagu;1
aku suka sportify pilih lagu lengkaaap;1
putar acak aku kurang suka aku lebih senang nikmat satu album lagu rurut bukan putar acak payahhh;1
sporttify emang yahut cocok tua mudabanyak pilih lagu ga salah pilih deh;1
mohon maaf pas tekan titik 3 pojok kanan atas kok langsung macet jadi matiin hpbiar normal pdhal aplikasi lancar aja tuh;1
sulit beli paket premium pencet ga ada respon tolong ada update lah tolong susah beli paket gmn sih spotify;0
pokok aplikasi ni sangat bagus kalo buat dengarin musik suara jg jernih poko ga rugi download aplikasi ni;1
repost insta story tidak ada tulis play with spotify atas baik jadi 5 bintang kok;1
sangat bagussmoga terus mudah aplikasi;1
alam tidak ada bijak varisa aja segala virus buang;0
gampang milih lagu lengkap semua nya ada keren lah pokok;1
lengkap banyak kategori musik baru spotify setel equalizer pas masingmasing lagu genre;1
jelek banget najis nyari lagu apa keluar apa goblok;0
mending pake apk belah deh udah ngga ada tangga lagu nya musti bayar jd premium lagu yg udh putar ngga bisa putar lg kalau lg offline im sorry 2 bintang udh cukup bagus kasih;0
lagu yg perlu dengar ada sini semua keren paling saran jangan lupa selalu update lagu lebih suka selalu cari genre rohani kristen gospel gitu mantab;1
sangat kecewa 7 hari pakai sih memang ga ada iklanshuffle ujungujungnya bisnis ken dengerin lagu yg gua pengenin ga sesuai ribet dah;0
sya mau ksh bintang 1 dlu sya mau tanya onlineoffline;0
tahu butuh langgan like this;1
4 dulu min soal lagu nias kurang lengkap terus lagu nya sering tiba2 henti bisa baik kan;0
bagus sayang pas mau lewat cuma bisa 6x;1
jengkel aku nich mau muter lagu ap yg keluar apd baik ngapa biar sesuai dgn ap yg ken kt dengern bisa d geser buwat gnati eh tiba mau d geser bwat pindah lagu gk bisa lagihick bikin sensi aj;0
kualitas putar bagusnamun bisa hubung musixmatch tampil lirik langgan lebih;1
update malah gak bisa dipake buat muter lagu sesuai ingin cuma kasih cuplik tidak bisa putar lagu habis mohon segera baik;0
mantap benar benar bagus tingkat kualitas hidup manusia galau hehehe;1
kata bisa nonton offline mana masa data gua matiin musik mati mesti langgan dulu pake premium aflikasi apa coba puak;1
bego sekarang kasih iklan pas puter lagu lu kira radio bikin tambah begok gk bisa pindah lagu bego lu yg bikin kaya gitu nih gua mau uninstall aja aplikasi yg sekarang jdi bego;0
bagus sih kak kalau bisa equalizernya kak terlalu ngebass banget sih jadi kurang stabil mid low high suwun;0
jalan ndak ada temen buka spotify senandung tak asa sdh tuju;1
aplikasi musik yg bagus bisa dengerin lagu favorit kl lg kesal tunggu;0
aplikasi yg bagus support google speaker jg top;1
pokok kreensimple mudah janji yg baik dr hasil hunting salute;1
aplikasi sangat bagus keren pokok nya the best dehhhh;1
bagus sh sayang ngga bisa downlod offline biar bisa save memori;1
senang aplikasi ada tidak suka contoh ada iklan beri jeda musik putar;1
mau coba spotify premium klik alih premium selalu halaman home padahal update aplikasi tolong baik;0
kasih pilih henti langgan biar praktis gak ribet;0
kurang satu lagu tidak bisa putar acak;0
top lh aplikasi nya moga depan nya makin mantap;1
premium lagu gak bisa buka;0
masa dj pamer bojo gak ada tolong yg punya aplikasi nya benarin dulu baru mas mbak;0
bagus bangetsya puas aplikasi inikalau ada sya kasih bintang 10semua lagu yg suka ada disinipokoknya the best;1
maksud gimana yh mau premium pakai pulsa pulsa ada 65rb mau yg bulan 54900 an ehh pas coba ketx pulsa tdk cukup gimna solusi;0
mutar cari lagu yg ingin mode shuffle banyak lagu yg inginkanmalah tdk ada mode sebut yg buat aplikasi sangat sebal;0
jauh cukup puas alam musik beri premium kurang lebih padan punya saran sistem similar song tingkat buat playlist;1
aku sangat suka sporty pertama kali mendownload nya aku bisa tahu bagai macam musik kpop aku bisa mebuat album lagu sayang ku pokok terimakasih sporty;1
bagus banget lagu nya aku kasih bintang lima;1
spotify tepat belum dapat lirik apl temen sedia lirik padahal update bisa;0
awal sih bagus banyak baru moga baru kali lebih bagus;1
aplikasi bagus lagu gak ada lirik tolong baik terimakasih;1
app musik yg paling oke yg penah coba pokoe goods bangets;1
so far lama pakai 3taun si suka bgt keren dehh;1
30 menit tanpa iklan hoax 5 menit suda iklan;0
kualitas suara bgs n tmbh lg lagu yg lawas n updatethanks;1
sering error update rubah premium tetap aja error pindah satu aja kalau kayak gin terus;0
hampir semua lagu suka ada spotity;1
memang bagus gimana matiin cara shuffle;1
aplikasi sangat bagus hibur terima kasih;1
auto uinstall pindah ytmusic kecewa ada mode acak tidak bisa dengar musik sesuai ingin mau dengar musik a nyala musik b kan gak jelass asuu aku uinstal kirim komentar;0
kesel sih padahal udh upgrade akun premium tpi pas buka lg tiba rubah akun gratis trs pas mau daftar premium lg bayar gagal terus;0
sangat puas bisa dengar musik tanpa iklan apknya hemat kuota trimakasih spotify smoga makin maju;1
ganti hp mesti download ulang smua lagu padahal data mash utuh kartu memory boros kuota bngt;0
tolong fitur shuffle hapus sangat ganggu ada putar shuffle nyaman2 sekarang sangat tidak puas;0
gak simplemau pilih lagu yg sukamalah nongol nyanyi;1
sportify yah kalo play lagu detik 9 renti trus udah ga bisa play;0
enak aja makenya udh biasa sama iklan;1
kalau ada tambah lirik lagu lagu hits tambah mantab denger nyanyi nyanyi;1
bisa putar lagu shuffle sajapadahal dulu tidak;0
makin update malah makin buruk aja jadi banyak bug nya buat share lagu aja ga bisa stuck screenhang mulu bikin kesel jadi;0
semenjak pakai spotify bamyak menu bagai musik yg tadi nya gak pernah denger;1
lumayan tolong sedikit ringan guna bisa unduh lagu tanpa akses premium;1
aplikasi anti baja terima kasih ajar bisa harga karya orang;1
tolong tampil lirik biar bisa karaoke nnti full bintang;0
pertamakali langsung paham menegenai aplikasi;1
aku mau tanya emang spotify app gak jelaskalau aku sih spotify memang app suka aku aku sering dengar lagu entah apa rasuk mu hehehe terima kasih buat spotify;1
terang bsa download lagu tp ga bisa d download hrs selalu connect internet trus baru bisa bagus joox;1
gak bisa putar lau ingin selalu acak mau putar lagu apa malah putar lagu apa gak jelas banget nih aplikasi gimana mohon baik;0
suka banget sama playlist yg buat khusus;1
musik nya lengkap nyari lagu nya gampang;1
kerenkoleksi lagu melimpahmantap thanks spotify;1
suka suka sukaaa tapiii musik playlist nya 6 lagu doang kalo skip tolong aku kadang gak nyaman deh bagus bet kok;1
keluar aplikasi lagu mati terus ngulang lgi lagu dri awal;0
shuffle ku dah neng banget padahal sama apk satu knp kudu kekgitu ah kecewa baik atuh min;0
najis anjing apa apa langgan gamau rugi orang tolol kesel gua anjing;0
aplikasi seru masasetelah donload aplikasi pakai paket hidup musik nyata waktu belum mingistal buat offline makanya kasih satu bintang;0
nyata enteng bgt aplikasi nya no lag lag club lengkap smua musik ada i like it;1
nicesemua musik yg cari semua ada fitur2 nya semua bagus;1
download aja bagus kok online ok kisanak tambah bagus kalau tunjang hape lu bagus gausah lu review jelek kalau ada masalah hape lu kasi tau bikin ni apk;1
mau premium student bayar via pulsa ko ga ada awal ada trs pas udah isi plsa jadi ga ada premium bayar via pulsa;0
kecewa spotify aktif premium lagu yg cari tidak bisa putar putar lewat shuffle ada aja iklan mohon jelas pihak spotify;0
download bisa putar beberapa lagu kalo mode tidur langsung ngehang ga bisa buat buka uninstall;0
bagus si cuma kesini2nya kok mau muter playlist buat bisa putar preview;1
bagus jadi ada memory ingat masa lalu;1
klo bagus tambah bintangnyaeh bagus banget jd tak kasih bintang 5pertahankan aplikasi bagus;1
bagus hehehe puas banget kalau update premium udah deh cocok banget;1
kurang asik ah masak lompat lagu ajah batas 6 kali padahal pake data seluler gak gratis;0
keren ga nyesel donlot mantap pokok;1
spotify cuma kurang fitur lirik waktu dengar bisa lebih nikmat;1
maafak kasih bintang 3 soal aku mau dengerin lagu yg suka malah lagu ekstra coba aja lagu ekstra hapus please jadiin yg dulu please;1
apaansi spotify aku udh isi pulsa masa tetep g bisa beli premier alas saldo kartu prabayar tidak cukup betulin dong spotify kesel bet aing;0
lagu cari ada spotify lagu lain yg jenis;1
mohon baik lagu pilih gak bisa putar kalau gk round semua list lagu;0
musik cuma bisa putar shuffle knpa tolong baik nya;0
tetap semangat sama yg aktif aman lancar amiin;1
tolong dong tambahin fitur bayar premium transfer jangan pulsa tambah pajak guna premium;0
makasihaq sangat senang pkek apli kasih;1
terimakasih udah kasih diskon 50 buat mahasiswa jadi bisa ajar harga karya orang;1
yg suka music mantap ni aplikasi pokok gud marsogud top markotop lagu suka hampir komplit sini semua brooo spotify hebatttt lah;1
lagu kok sebentar aja pilih lebih enak lama kalo milih musik bisa bebas kalo baru pilih sama komputer;1
puas banget pakai spotify ga perlu repot2 cari lagu yg bagus udah dipilihin satu album;1
sekarang jadi nggak bisa putar suka hati jadi gimana gitu tolong segera baik;0
mantap lagu lumayan banyak perlu update pustaka lagu makin banyak utama lagu lagu jadul;1
app nya si oksemua lagu nya bisa putar freetpi kok gak ada lirik lagu nya;1
aplikasi bagus tingkat biar performa lebih mantab dr segi suara;1
jelek tampil;1
keren koleksi keren kualitas audio streamingnya;1
lagu lengkap lagu daerah lagu internasionaltriamakasih banyak moga makin sukses;1
apk nipusaya udah berlanggannan kok gak bisa;0
ga jelasdah instal ga bisa bukaaplikasi apa lah;0
diupdate kok suara jadi garingefek equalizer jadi gak fungsi;0
shuffle nya bikin ngeselin iklan makin rajalela aplikasi payah;0
aplikasi kurang bagussudah pakai data buka malah suruh buat premiumhapus aja;0
lagu nya sering mati kendala ny apa klp dri hp ga mngkin udh iklan weh isi gajelas;0
bebas putar lagu suka tidak ada tolong kembali interface fitur play belum tidak guna putar shuffle;0
aplikasi musik favorit 2 tahun langgan;1
bagus banget gak perlu susah2 download lagu aplikasi;1
tolong emang tidak bisa bagi insta story;0
oke sih iklan nya bayakkuragin iklan nya;0
aplikasi asu gak jelas lagu mau d putar mana yg nyala mana;0
napa sih ada shuffle tolong hapus shuffle baru kasi bintang 5 shuffle tai lah;0
sangat kecewa lagu cari nggak ada maaf cari lagu sholawat2;0
sangat senang lagu lagu lama yg ada bisa kenang masa lalu;1
loading nya lama bet pas muter lagu padahal kondisi hp baik baik aja tolong tingkat kan terima kasih;1
maaf y kasih 4 bintang alnya nggak bisa download masuk galeri musik;0
bagus sih tiba tiba akun keluar sendiri gak bisa log in terpakasa kudu unistal download semua awal tt nyebelin banget udah beli premium nyebelin;0
akun facebook pagi tidak bisa connect aplikasi spotify mobile smartphone yahmohon bantu;0
bagus aplikasi nya rangin iklan nya;1
lumayan bagus kurang lengkap koleksi lagu indonya indi nya kurang baik brow;0
tiba tidak bisa buka;0
akhirakhir malah g kena buat dengerin lagu si;0
sampe bagus sangat bantu harap depan smakin mantap;1
lagu lagu lawas gwe gx ada kurang lengkap spotify;0
akun aku ga ada lirik;0
coba bisa ulang ulang lagu mungkin lebih nyaman hihi;1
enak kalo bisa pake paket premium bisa dengerin kapan aja kualitas dr musik okee;1
banyak pilih buat tidak bosanbosan guna app;0
senang sekalitpi kok lama lama gak bisa puter lagu;0
clear suara lagu musik agam;1
awal bagus sih ada mode suffle jadi ga enak lagu putar nunggu lagu dulu jadi ga enak banget;0
kecewa kirain bakal enak lagu tengah tengah bayar baru bisa;1
enak kalau ada spiritual musik ndak perlu flashdisk;1
huhpercuma kalo ga bisa of line mh ngabisin kuota;0
untung banget deh download aplikasi;1
sebenernya suka banget karna lagu lengkap lagu bts lengkap banget spotify aku nggk bisa share story instagram mohon baik;1
pliss lebih update list lagu baru lokal punya indiemajor label;1
walaupun hp matiin music tetap jalan seru pakai pas jalan perlu update biar music makin lengkap;1
bagus banget bisa cari apa aplikasi;1
ayo tambah koleksi lagu utama ost serial tokusatsu lawas hehe udah bagus sih paket ajar bantu bangeg meski kadang jadi force close;1
bagus sihtp lama lama iklan sering muncul sdh nonton iklan yg kata 30 mnt depan tanpa iklaneee baru 1 lagu sdh iklan lg;0
sih shuffle ga bisa pilih satu2 yg pingin dengerin doank payah nih ahh;0
ko ngga ada lirik makin lama makin ga jelaa apl nya asuuu;0
mati belanda iklan yg tidak jelas sengaja buat2 tidak nyaman ganggu ikut premium bayar;0
spotify sering macet awal aja bagus;1
abis pindah spotify lite sini jadi ngerasa aneh sihiklannya numpuk sini udah oke sih jadi gapernah fc pas play musik lama lama;0
cara pilih lagu favorit bagaimana lagu kwalitas ok;1
spotify bisa dengar kaji menit;1
aplikasi spotify sangat bagusaku jadi bisa dengerin lagu mana;1
bisa putar lagu2 suka dg mudah;1
tolong baik fitur shuffle buat aplikasi jadi batas otomatis harus alih premium;0
terlalu banyak iklan auto uninstall aplikasi;0
huhpercuma kalo ga bisa of line mh ngabisin kuota;0
kata bisa download bukti mna palsu hoax;0
gabisa buka;0,,,
payah sekarang acak sendiri percuma bikin playlist;0
apllikasinya sangat muas;1
bagus banget apk nya bisa dengerin musik apa aja ketemu kualitas pasti ga nyesel pake apk;1
dgn aplikasi musik mudah hampir tanpa batas sikap bijak dlm pilih yg baik;1
lagu udah klik ga bisa putar cuma reff nya ga bisa muter;0
maaf mau tanya spotify 2 bulan tidak bisa share lagu stori instagram;0
asyik kurang beban telpon ga usah simpen simpen lagu memory jadi lowong;0
kok ubah menu lagu ny tau jd mode shufle gitu jd susah mau dengarin lagu yg play;0
aplikasi bagus aku suka kalo bisa tiap lagu aku dengerin bisa ku share jadiin story wa kayak instagram story gitu hehe;1
lagu yg minta kadang tidak bisa putar;0
beberapa musik podcast kadangkadang mati sendiri cuma bisa puter 9 detik;0
lagu update suara jernih podcastnya seru recommended;1
awesome tingkat kan terus nyaman putar lagu favorit;1
lagu enak2 bangett ga pke ribet pake download lagu skrg tggl klik beres;1
sangat senang gak bisa muter lagu sesuai mau shuffle;1
app nya sih bagus cuma knp lama lama ubah mode shuffle gk bisa nonaktif shufflenya;0
aplikasi keren banget aku suka lagu insyaallah mohon beri bintang rendah naik bintang nya bikin aplikasi udah susah update;1
bagus banget buat suka dengerin lagu dimobilpokoknya mantap dehhh;1
sangat suka aplikasi spotify lagu sangat bagus mau download download sekarang;1
aplikasi waduk lahkmau muter lagu acak;0
asik bisa dengerin lagu mana aja;1
terima kasih walauoun acak lumayan gratis dengernya moga tambah baik;1
ok sangat baik tolong lagu jangan campur kalau sholawat khusus sholawat jangan seling sama lagu dangdut terimakasih;0
aplikasi nya lambat pdhal jaring bagus buat muter vidio youtub aja lancar masak buat muter musik spotify pake ngelag lama pas mau masuk aplikasi lot;0
repot pilih lagu putar shuffel akhir lagu pilih gak puter;0
emm app favorit aku kasih 4 karna banyak iklan;1
skrng jdi putar shuffle versi sblmnya pdhl ga bgni dah jdi kecewa sayamaaf uninstall;0
bagus aplikasi nya tp ko bisa tiba tiba henti sih lagu nya;1
musik nya lengkap sesuai selera ku aku suka banget ngetren gitu loh jadi aku suka;1
bangkeee ribet bgt mau nyari lagu yg aja auto delete aplikasi;0
apa sh ga bisa buka;0
ok banyak iklan anjir ga kaya nya hilang iklan nya ngabisin kuota gua aja anjir;0
daftar tp kok ga bisa masuk tolong klo bisa baik;0
lagu nya gak bisa pilih suka selalu acak;0
bagus tpi syg tdk bisa offline dgr kan lagu yg dgr;1
aplikasi yg bagus gua rekomendasi tuk aplikasi;1
ok pilih lagu cukup banyak;1
sangat bingungl bagaimana cara guna aplikasi iniknapa bisa dengar lagu singkat;0
sangat suka kapan mana sy dapt setel tampa ada ganggu;0
mantap tingkat kualitas jiga coleksi lagu;1
bagustapi tolong baik kurang soal lagu suka henti sendiri;0
jelek masak lagu lama aja yg ada lagu yg cari gak ada habis kouta aja downdl nya lagu2 nya ga bgus;0
senang jadi teman jalan atau kerja ga bakal habis musik podcast putar;1
mantap jiwaapalagi kalo gratis super mantap;1
musik lengkap bgt update jugapokoknya bagus bgt;1
spotifi lagu kenang indah wujud terima kasih spotifi;1
gmn cara downloadny kok ga bisa;0
bagus tambah lagu lagu pop daerah indonesia;1
cara mendownload lagu gratis gimana bos kuini ngak ada pandu cara mendownloadkalau apk sangat bagus;1
aplikasi bagus walaupun pake data seluler tp ngga kepake banyak paling berapa mb aja ga ribet semua lagu ada i like it;0
baru mala banyak iklan musik nggak bisa acak kampreeetkalau tau jadi nya gin mending gk baru nyesel;0
ok aku suka n banyak kenang dlm lg spotifi ok;1
males kalo nyari lagu apa eh puter apa;0
lagu tidak bisa atur next back suka hati ribet cuy;1
spotify danau seni musik simpan dunia musikal terus terus tambah daya pikat;1
gue neng pake spotify lebih senang nya lg klo ada free premium spotify;1
kemarin download spotify lirik lagu tersediakrna simpan habis spotify uninstall kemudian install lirik lagunyw ngk ada;0
aplikasi sangat bagus pilih artis artis suka banget;1
bagus keren udah aja yaa;1
mau daftar premium gak bisa selalu bilang saldo pulsa tidak cukup padahal pulsa jauh lebih dr cukup tolong dong admin gimana kasih bintang satu bisa daftar premium;0
padahal sinyal bagus lagu tiba2 henti sendiri terus cape ih tolong baik plisss buat apa ada kolom komentar kalau aspirasi cuma jadi pajang aja buat kalian;0
aplikasi cacat serba premium;0
lagu random;0
respon yg lambat;0
tabah hibur lengkap lagu nya terima kasih sangat hibur;1
alikasi yg sangat jelek susah cari klik apa yg putar ngacak ngacak jengkel;0
bagus sesuai dgn musik yg suka langsung ada playlistnya;1
moga versi baru ada lirik;1
baguskualitas suara jg bagus;1
udah bagus tolong buat mode offline biar aku bisa dengar aja sekian terima kasih;1
buat playlits lagu nya banyak putar shuflpaykurang enak;1
kok yg setel mana yg putar mana tolong baik kalau udh baik kasih bintang lima;1
bagus cuma kalau cari lagu putar cuma cuplik gak sekali satu lagu full terimakasih;0
makasih udah memubat aplikasi bagus moga lagu baru bisa langsung masuk aplikasi;1
bagus aplikasi smua ad;1
tolong sdh beli paket bulan oke pulsa 3 kali tp msh belum bisa paket premium kuras 3 kali pulsa biasa gk papa kok gk bisa;0
baik temu lagu lama kalo saran masuk buat spotify tambah lirik lagu biar tambah favorit;1
ksih bintang lima mau apk ny jelek apa bagus yg penting dri apkny usaha beri yg baik;1
oke cuma msh binggung kok ngk bs dengerin klo ngk pakai quota overall its okey;1
bagusih kurang satu subtitle lirikkalau ada lebih baik;1
bagus lengkap sekali lagu nya perangkat galaxy tab s2 canvas gak bisa pake tolong bisa baik cepat;1
bagus 1 iklan play music;1
suka susah nyari lagu gilir ketemu yg cari yg mana yg muter yg mana;1
aku sangat suka sini banyak lagu yg sedia;1
lagu banyak jadi tninggal milih lagu apa aku mau ada;1
jadi ga asyeekkkkkga bisa pilih lagu sendiri lagimaaf yaaa delet aplikasi;0
tidak bisa putar musik ingin bayar goblok apk;0
terimakasih lagu2nya kati;1
aku gak kasih 5 bintang jauh aku suka tingkat terus;1
aku kok beda sama kawan punya gk bisa download;0
tidak seru klu habis paket tak bisa dengarin musik yg suka padahal uda buat playlis ny memori penuh batrai habis iklan jga banyak bee lah;1
cuma gk suka sama mode shufflenya tolong dihilangin biar bisa muter lagu sesuai ingin;0
aku suka banget sama spotify karna ada jga list lagu yg sedang trend jd gampang nemuin lagu yg trend please tambahin lirik laguuu yakin deh tambah lirik makin perfect spotify makasii;1
aplikasi yg bagusrekom bgt nih buat kalian yg suka dengerin musik;1
kereeeeeen syukaaa cari lagu apa gampang cari lagu favorit banyak;1
terima kasih mudah dengar lagulagu baru;1
bagus bangettapi yagitu kadang lagu nya suka tiba berhentiv;1
lagu lengkap tolong jangan acak laguny;0
bagus banget apk tdk kecewa;0
bagus sih kalau mau ganti lagu nunggu ada iklan;0
sering non aktif sendiri aplikasi nya sering keluar sendiri padahal jaring internet ga ada masalah;0
good kalau opsi bayar premium lebih banyak gopay ovo dana lebih mantap;1
ga pke iklan sama putar acak gratiss beneranmantull;1
kok hp gaada lirik;0
aplikasi yg bagus mudah guna;1
lumayan lahcuma kadang ngeselin iklan kalo ga pake premium;0
senang happy banget banyak lagu bisa d dengerin dn sayang kk ad iklan nya y jadi kurang menikmatin bgt lagu nya akhir;1
aplikasix bagus sya suka smga sukses lbih baik lgi kedapanx;1
gw suka bberapa lagu suka gw gaada app;1
seru banget main sini dengerin musik trs sampe mampos gpp emng bnran seru kok seru bngt;1
jangan terlalu banyak iklan klau bisa;0
bagus aplikasi suka sekali spotify karna semua lagu ada semua terima kasih;1
lumayan bagus cuman tolong cantum kan lirik lirik lagu nya;1
bagus lagulagunya tidak bisa buka offline;1
aplikasi sangat luar biasadengan aplikasi putar bagai macam jenis lagu terimakasih spotify;1
makin ribet mau putar ingin malah suruh putar shuffle dulu seluruh lagu tidak ada suka anjir;1
kok premium nya susah banget jadi bingung yg ok kok bagus banget sukses selalu;1
semua lagu dengar semua ada spotify;1
lumayan tp kurang lengkap putar shufle bikin bingung;0
aktif akun ny mudah trus lagu yg susah aku cari d sportify gampang banget pokok sukak;1
ada iklan nya jangan kasih kendor dong buat yg umum jg hehe;0
system shuffle kurang minat konsumen uninstal;0
sangat memuaskanwalaupun krn gratis jadi tidak bisa pilih lagu playlist putar random;1
udah donwload appk memang oky jadi hibur sepi difiku bisa milih artis lagu lagu yg mau;1
nyesel baru banyak iklan next lagu batas;0
suka ksl sndiri hrs aktif data nya data udah aktif msih aja lagu gak bisa puter;0
aplikasi musik online wajib smartphone gw sampe sekarang;1
sangat suka tidak perlu simpan lagu memory tp aplikais sedia lebih dri yg punya;1
download lgi siapa tau bagus ada ubah;1
artis banyak terus lagu seru seru kalo mau skip 6 jam sih tetep seru kok;1
tolong spotify unt akun premium hadir fitur lyric lagu;0
langgan premium murah gampang bayar untung tambah yg banyak;1
makin update ngga enak nyata malah ngga bisa milih musik mau d stel shurplus mulu cuy;1
aplikasi premium pertama good jobs;1
suka banyak jenis musik;1
sini temu lagu nostalgia yg cari tx;1
selalu evaluasi tambah lg nasyid ceramah islamtetap jd yg baik;1
suka banget sama spotify layan premium nya benerbener hibur;1
sangat suka karana bantu bisa denger lagu main free fire;1
